family,stratum,context,mean_n,mean_prevalence,sufficiently_powered,metric,p_fold_signflip,mean,std,ci95_low,ci95_high,n_runs,n_folds,undefined_runs,q_bh
length,"bp[100,500)",1hop,15500.2,0.6732918005334105,True,f1,0.0625,0.019515529021363998,0.0021422442615011824,0.017796622293682878,0.021311554624251907,15,5,0,0.0875
length,"bp[100,500)",1hop,15500.2,0.6732918005334105,True,precision,0.0625,0.03352621020806463,0.01036003451068863,0.024916342774743232,0.04131627233181477,15,5,0,0.0875
length,"bp[100,500)",1hop,15500.2,0.6732918005334105,True,recall,0.8125,-0.002293115061263166,0.01737729967566021,-0.015087070137114892,0.012749898098956339,15,5,0,0.9479166666666666
length,"bp[100,500)",strict,15500.2,0.6732918005334105,True,auprc,0.0625,0.02247431806880532,0.003875559010690798,0.01939926218522098,0.025712688341510997,15,5,0,0.0625
length,"bp[100,500)",strict,15500.2,0.6732918005334105,True,auroc,0.0625,0.03268527383908321,0.004177432172231142,0.029316045062973695,0.03603690494240603,15,5,0,0.0625
length,"bp[100,500)",strict,15500.2,0.6732918005334105,True,normalized_ap,0.0625,0.0685993277364792,0.010054476629195164,0.06040535602632223,0.07676842651650637,15,5,0,0.0625
length,"bp[100,500)",strict,15500.2,0.6732918005334105,True,balanced_accuracy,0.0625,0.04629089824658619,0.0109699825183574,0.038371682941651816,0.055082461643728695,15,5,0,0.075
length,"bp[100,500)",strict,15500.2,0.6732918005334105,True,f1,0.0625,0.016732739015777973,0.0022390219415096657,0.014966898563546717,0.018509226193547324,15,5,0,0.0875
length,"bp[100,500)",strict,15500.2,0.6732918005334105,True,precision,0.0625,0.028684603931098174,0.009005260858284337,0.022229495216146672,0.03596218821985603,15,5,0,0.0875
length,"bp[100,500)",strict,15500.2,0.6732918005334105,True,recall,0.5625,-0.0019465239063095978,0.015284270028001107,-0.013730176417887084,0.010469462859003825,15,5,0,0.875
length,"bp[1000,10000)",1hop,3830.4,0.6012375222628602,True,auprc,0.0625,0.044022005610314115,0.009717439288805377,0.03521819834933178,0.050827782649233974,15,5,0,0.075
length,"bp[1000,10000)",1hop,3830.4,0.6012375222628602,True,auroc,0.0625,0.08394113311365853,0.010421830150182502,0.07644256388060537,0.09324201022833375,15,5,0,0.0625
length,"bp[1000,10000)",1hop,3830.4,0.6012375222628602,True,normalized_ap,0.0625,0.11011871265000822,0.022761994892121672,0.09025869942286147,0.12687561966605893,15,5,0,0.075
